id,user_id,username,email,phone_number,tweet_text,post_text,comment_text,review_text,bio_text,headline,article_text,message_text,chat_text,status_text,caption_text,forum_post,question_text,answer_text,feedback_text,product_description,advertisement_text,song_lyrics,movie_script,news_snippet,blog_text,story_text,job_description,company_profile,misc_text
1687,RT @someone: This is a RETWEET with #hashtag,Heeeyyy broooo wassuppp??? 😂😂😂,This TEXT has MULTIPLE     spaces and --- dashes!!!,Breaking news!!!! #AI #NLP @research,Heeeyyy broooo wassuppp??? 😂😂😂,Breaking news!!!! #AI #NLP @research,RT @someone: This is a RETWEET with #hashtag,This TEXT has MULTIPLE     spaces and --- dashes!!!,123456789 Numbers should be removed!!!,U r the best!! btw I'll c u 2morrow 😉,Check this out >>> https://openai.com,Café München is beautïful but costly $$$,Heeeyyy broooo wassuppp??? 😂😂😂,Breaking news!!!! #AI #NLP @research,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Stopwords should be removed from this text in the end,Heeeyyy broooo wassuppp??? 😂😂😂,Email me at test_user123@gmail.com asap!!!,Stopwords should be removed from this text in the end,Hello!!! This is a SAMPLE text 😊.,Email me at test_user123@gmail.com asap!!!,123456789 Numbers should be removed!!!,Breaking news!!!! #AI #NLP @research,Check this out >>> https://openai.com,RT @someone: This is a RETWEET with #hashtag,123456789 Numbers should be removed!!!,Email me at test_user123@gmail.com asap!!!,Stopwords should be removed from this text in the end,"Working on NLP??? It's fun, isn't it???"
1688,RT @someone: This is a RETWEET with #hashtag,123456789 Numbers should be removed!!!,Hello!!! This is a SAMPLE text 😊.,Download now >>> free link http://spam.com,Download now >>> free link http://spam.com,Heeeyyy broooo wassuppp??? 😂😂😂,Email me at test_user123@gmail.com asap!!!,Stopwords should be removed from this text in the end,U r the best!! btw I'll c u 2morrow 😉,Hello!!! This is a SAMPLE text 😊.,Download now >>> free link http://spam.com,RT @someone: This is a RETWEET with #hashtag,Café München is beautïful but costly $$$,123456789 Numbers should be removed!!!,123456789 Numbers should be removed!!!,Check this out >>> https://openai.com,Café München is beautïful but costly $$$,Download now >>> free link http://spam.com,Stopwords should be removed from this text in the end,123456789 Numbers should be removed!!!,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Stopwords should be removed from this text in the end,Download now >>> free link http://spam.com,Breaking news!!!! #AI #NLP @research,Breaking news!!!! #AI #NLP @research,Café München is beautïful but costly $$$,Heeeyyy broooo wassuppp??? 😂😂😂,This TEXT has MULTIPLE     spaces and --- dashes!!!
1689,Heeeyyy broooo wassuppp??? 😂😂😂,Stopwords should be removed from this text in the end,Data cleaning   is      very    IMPORTANT.....,Data cleaning   is      very    IMPORTANT.....,Download now >>> free link http://spam.com,Breaking news!!!! #AI #NLP @research,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,U r the best!! btw I'll c u 2morrow 😉,123456789 Numbers should be removed!!!,Download now >>> free link http://spam.com,123456789 Numbers should be removed!!!,Check this out >>> https://openai.com,Check this out >>> https://openai.com,Check this out >>> https://openai.com,Check this out >>> https://openai.com,This TEXT has MULTIPLE     spaces and --- dashes!!!,Heeeyyy broooo wassuppp??? 😂😂😂,Stopwords should be removed from this text in the end,Download now >>> free link http://spam.com,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,U r the best!! btw I'll c u 2morrow 😉,Hello!!! This is a SAMPLE text 😊.,Data cleaning   is      very    IMPORTANT.....,Café München is beautïful but costly $$$,Check this out >>> https://openai.com,Hello!!! This is a SAMPLE text 😊.,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Heeeyyy broooo wassuppp??? 😂😂😂,Hello!!! This is a SAMPLE text 😊.
1690,Download now >>> free link http://spam.com,Heeeyyy broooo wassuppp??? 😂😂😂,U r the best!! btw I'll c u 2morrow 😉,Hello!!! This is a SAMPLE text 😊.,"Working on NLP??? It's fun, isn't it???",Check this out >>> https://openai.com,Email me at test_user123@gmail.com asap!!!,123456789 Numbers should be removed!!!,Café München is beautïful but costly $$$,This TEXT has MULTIPLE     spaces and --- dashes!!!,Breaking news!!!! #AI #NLP @research,RT @someone: This is a RETWEET with #hashtag,Heeeyyy broooo wassuppp??? 😂😂😂,123456789 Numbers should be removed!!!,RT @someone: This is a RETWEET with #hashtag,Hello!!! This is a SAMPLE text 😊.,Data cleaning   is      very    IMPORTANT.....,This TEXT has MULTIPLE     spaces and --- dashes!!!,Café München is beautïful but costly $$$,This TEXT has MULTIPLE     spaces and --- dashes!!!,Data cleaning   is      very    IMPORTANT.....,Hello!!! This is a SAMPLE text 😊.,"Working on NLP??? It's fun, isn't it???",Download now >>> free link http://spam.com,Heeeyyy broooo wassuppp??? 😂😂😂,Check this out >>> https://openai.com,Stopwords should be removed from this text in the end,Hello!!! This is a SAMPLE text 😊.,Stopwords should be removed from this text in the end
1691,Café München is beautïful but costly $$$,Heeeyyy broooo wassuppp??? 😂😂😂,Check this out >>> https://openai.com,123456789 Numbers should be removed!!!,RT @someone: This is a RETWEET with #hashtag,Breaking news!!!! #AI #NLP @research,Email me at test_user123@gmail.com asap!!!,Email me at test_user123@gmail.com asap!!!,Stopwords should be removed from this text in the end,Hello!!! This is a SAMPLE text 😊.,Café München is beautïful but costly $$$,123456789 Numbers should be removed!!!,Email me at test_user123@gmail.com asap!!!,RT @someone: This is a RETWEET with #hashtag,Download now >>> free link http://spam.com,Stopwords should be removed from this text in the end,Check this out >>> https://openai.com,"Working on NLP??? It's fun, isn't it???",Café München is beautïful but costly $$$,RT @someone: This is a RETWEET with #hashtag,Hello!!! This is a SAMPLE text 😊.,Stopwords should be removed from this text in the end,Breaking news!!!! #AI #NLP @research,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Data cleaning   is      very    IMPORTANT.....,"Working on NLP??? It's fun, isn't it???",Check this out >>> https://openai.com,Stopwords should be removed from this text in the end,Email me at test_user123@gmail.com asap!!!
1692,Check this out >>> https://openai.com,Email me at test_user123@gmail.com asap!!!,123456789 Numbers should be removed!!!,Data cleaning   is      very    IMPORTANT.....,Heeeyyy broooo wassuppp??? 😂😂😂,Café München is beautïful but costly $$$,Café München is beautïful but costly $$$,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,RT @someone: This is a RETWEET with #hashtag,"Working on NLP??? It's fun, isn't it???",Check this out >>> https://openai.com,123456789 Numbers should be removed!!!,RT @someone: This is a RETWEET with #hashtag,"Working on NLP??? It's fun, isn't it???",Hello!!! This is a SAMPLE text 😊.,This TEXT has MULTIPLE     spaces and --- dashes!!!,Email me at test_user123@gmail.com asap!!!,U r the best!! btw I'll c u 2morrow 😉,Café München is beautïful but costly $$$,Email me at test_user123@gmail.com asap!!!,Data cleaning   is      very    IMPORTANT.....,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Breaking news!!!! #AI #NLP @research,U r the best!! btw I'll c u 2morrow 😉,Café München is beautïful but costly $$$,Email me at test_user123@gmail.com asap!!!,"Working on NLP??? It's fun, isn't it???",Check this out >>> https://openai.com,Café München is beautïful but costly $$$
1693,Breaking news!!!! #AI #NLP @research,U r the best!! btw I'll c u 2morrow 😉,Café München is beautïful but costly $$$,"Working on NLP??? It's fun, isn't it???",Hello!!! This is a SAMPLE text 😊.,RT @someone: This is a RETWEET with #hashtag,Email me at test_user123@gmail.com asap!!!,Data cleaning   is      very    IMPORTANT.....,Heeeyyy broooo wassuppp??? 😂😂😂,Café München is beautïful but costly $$$,U r the best!! btw I'll c u 2morrow 😉,Stopwords should be removed from this text in the end,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Download now >>> free link http://spam.com,U r the best!! btw I'll c u 2morrow 😉,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,"Working on NLP??? It's fun, isn't it???","Working on NLP??? It's fun, isn't it???",Check this out >>> https://openai.com,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Check this out >>> https://openai.com,Stopwords should be removed from this text in the end,123456789 Numbers should be removed!!!,Stopwords should be removed from this text in the end,This TEXT has MULTIPLE     spaces and --- dashes!!!,RT @someone: This is a RETWEET with #hashtag,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Data cleaning   is      very    IMPORTANT.....,Heeeyyy broooo wassuppp??? 😂😂😂
1694,U r the best!! btw I'll c u 2morrow 😉,RT @someone: This is a RETWEET with #hashtag,Email me at test_user123@gmail.com asap!!!,Check this out >>> https://openai.com,Heeeyyy broooo wassuppp??? 😂😂😂,123456789 Numbers should be removed!!!,Stopwords should be removed from this text in the end,"Working on NLP??? It's fun, isn't it???",Breaking news!!!! #AI #NLP @research,Hello!!! This is a SAMPLE text 😊.,Heeeyyy broooo wassuppp??? 😂😂😂,U r the best!! btw I'll c u 2morrow 😉,123456789 Numbers should be removed!!!,U r the best!! btw I'll c u 2morrow 😉,Download now >>> free link http://spam.com,Heeeyyy broooo wassuppp??? 😂😂😂,U r the best!! btw I'll c u 2morrow 😉,Download now >>> free link http://spam.com,Café München is beautïful but costly $$$,Heeeyyy broooo wassuppp??? 😂😂😂,Email me at test_user123@gmail.com asap!!!,Data cleaning   is      very    IMPORTANT.....,Heeeyyy broooo wassuppp??? 😂😂😂,Email me at test_user123@gmail.com asap!!!,Email me at test_user123@gmail.com asap!!!,Heeeyyy broooo wassuppp??? 😂😂😂,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Email me at test_user123@gmail.com asap!!!,Café München is beautïful but costly $$$
1695,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Email me at test_user123@gmail.com asap!!!,Heeeyyy broooo wassuppp??? 😂😂😂,This TEXT has MULTIPLE     spaces and --- dashes!!!,Email me at test_user123@gmail.com asap!!!,This TEXT has MULTIPLE     spaces and --- dashes!!!,Hello!!! This is a SAMPLE text 😊.,123456789 Numbers should be removed!!!,RT @someone: This is a RETWEET with #hashtag,Hello!!! This is a SAMPLE text 😊.,Download now >>> free link http://spam.com,"Working on NLP??? It's fun, isn't it???","Working on NLP??? It's fun, isn't it???",RT @someone: This is a RETWEET with #hashtag,Email me at test_user123@gmail.com asap!!!,Hello!!! This is a SAMPLE text 😊.,Hello!!! This is a SAMPLE text 😊.,Download now >>> free link http://spam.com,Café München is beautïful but costly $$$,Check this out >>> https://openai.com,Breaking news!!!! #AI #NLP @research,Breaking news!!!! #AI #NLP @research,Data cleaning   is      very    IMPORTANT.....,U r the best!! btw I'll c u 2morrow 😉,Download now >>> free link http://spam.com,Check this out >>> https://openai.com,This TEXT has MULTIPLE     spaces and --- dashes!!!,Hello!!! This is a SAMPLE text 😊.,"Working on NLP??? It's fun, isn't it???"
1696,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,This TEXT has MULTIPLE     spaces and --- dashes!!!,Stopwords should be removed from this text in the end,123456789 Numbers should be removed!!!,This TEXT has MULTIPLE     spaces and --- dashes!!!,123456789 Numbers should be removed!!!,U r the best!! btw I'll c u 2morrow 😉,123456789 Numbers should be removed!!!,RT @someone: This is a RETWEET with #hashtag,Check this out >>> https://openai.com,This TEXT has MULTIPLE     spaces and --- dashes!!!,U r the best!! btw I'll c u 2morrow 😉,RT @someone: This is a RETWEET with #hashtag,123456789 Numbers should be removed!!!,RT @someone: This is a RETWEET with #hashtag,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,This TEXT has MULTIPLE     spaces and --- dashes!!!,Stopwords should be removed from this text in the end,RT @someone: This is a RETWEET with #hashtag,Hello!!! This is a SAMPLE text 😊.,Heeeyyy broooo wassuppp??? 😂😂😂,Breaking news!!!! #AI #NLP @research,Breaking news!!!! #AI #NLP @research,Data cleaning   is      very    IMPORTANT.....,Email me at test_user123@gmail.com asap!!!,"Working on NLP??? It's fun, isn't it???",<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Stopwords should be removed from this text in the end,123456789 Numbers should be removed!!!
1697,Heeeyyy broooo wassuppp??? 😂😂😂,123456789 Numbers should be removed!!!,RT @someone: This is a RETWEET with #hashtag,Hello!!! This is a SAMPLE text 😊.,This TEXT has MULTIPLE     spaces and --- dashes!!!,Breaking news!!!! #AI #NLP @research,RT @someone: This is a RETWEET with #hashtag,123456789 Numbers should be removed!!!,This TEXT has MULTIPLE     spaces and --- dashes!!!,Check this out >>> https://openai.com,Heeeyyy broooo wassuppp??? 😂😂😂,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Email me at test_user123@gmail.com asap!!!,This TEXT has MULTIPLE     spaces and --- dashes!!!,Stopwords should be removed from this text in the end,Email me at test_user123@gmail.com asap!!!,Data cleaning   is      very    IMPORTANT.....,Download now >>> free link http://spam.com,"Working on NLP??? It's fun, isn't it???",U r the best!! btw I'll c u 2morrow 😉,RT @someone: This is a RETWEET with #hashtag,Heeeyyy broooo wassuppp??? 😂😂😂,U r the best!! btw I'll c u 2morrow 😉,Download now >>> free link http://spam.com,Breaking news!!!! #AI #NLP @research,Café München is beautïful but costly $$$,123456789 Numbers should be removed!!!,Download now >>> free link http://spam.com,Breaking news!!!! #AI #NLP @research
1698,Check this out >>> https://openai.com,Check this out >>> https://openai.com,Heeeyyy broooo wassuppp??? 😂😂😂,RT @someone: This is a RETWEET with #hashtag,Heeeyyy broooo wassuppp??? 😂😂😂,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Hello!!! This is a SAMPLE text 😊.,This TEXT has MULTIPLE     spaces and --- dashes!!!,U r the best!! btw I'll c u 2morrow 😉,Download now >>> free link http://spam.com,Check this out >>> https://openai.com,Check this out >>> https://openai.com,Download now >>> free link http://spam.com,This TEXT has MULTIPLE     spaces and --- dashes!!!,Hello!!! This is a SAMPLE text 😊.,Check this out >>> https://openai.com,Data cleaning   is      very    IMPORTANT.....,This TEXT has MULTIPLE     spaces and --- dashes!!!,This TEXT has MULTIPLE     spaces and --- dashes!!!,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Check this out >>> https://openai.com,RT @someone: This is a RETWEET with #hashtag,Check this out >>> https://openai.com,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Email me at test_user123@gmail.com asap!!!,123456789 Numbers should be removed!!!,123456789 Numbers should be removed!!!,Heeeyyy broooo wassuppp??? 😂😂😂
1699,Check this out >>> https://openai.com,Hello!!! This is a SAMPLE text 😊.,Email me at test_user123@gmail.com asap!!!,"Working on NLP??? It's fun, isn't it???",123456789 Numbers should be removed!!!,Email me at test_user123@gmail.com asap!!!,Stopwords should be removed from this text in the end,Café München is beautïful but costly $$$,Café München is beautïful but costly $$$,This TEXT has MULTIPLE     spaces and --- dashes!!!,Breaking news!!!! #AI #NLP @research,This TEXT has MULTIPLE     spaces and --- dashes!!!,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Check this out >>> https://openai.com,Breaking news!!!! #AI #NLP @research,Check this out >>> https://openai.com,Stopwords should be removed from this text in the end,"Working on NLP??? It's fun, isn't it???",Heeeyyy broooo wassuppp??? 😂😂😂,Hello!!! This is a SAMPLE text 😊.,Check this out >>> https://openai.com,Check this out >>> https://openai.com,Hello!!! This is a SAMPLE text 😊.,Hello!!! This is a SAMPLE text 😊.,This TEXT has MULTIPLE     spaces and --- dashes!!!,Stopwords should be removed from this text in the end,Hello!!! This is a SAMPLE text 😊.,Data cleaning   is      very    IMPORTANT.....,Breaking news!!!! #AI #NLP @research
1700,Data cleaning   is      very    IMPORTANT.....,"Working on NLP??? It's fun, isn't it???",Email me at test_user123@gmail.com asap!!!,123456789 Numbers should be removed!!!,123456789 Numbers should be removed!!!,Download now >>> free link http://spam.com,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,"Working on NLP??? It's fun, isn't it???",U r the best!! btw I'll c u 2morrow 😉,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,This TEXT has MULTIPLE     spaces and --- dashes!!!,RT @someone: This is a RETWEET with #hashtag,Heeeyyy broooo wassuppp??? 😂😂😂,Breaking news!!!! #AI #NLP @research,Café München is beautïful but costly $$$,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Check this out >>> https://openai.com,This TEXT has MULTIPLE     spaces and --- dashes!!!,U r the best!! btw I'll c u 2morrow 😉,Data cleaning   is      very    IMPORTANT.....,Breaking news!!!! #AI #NLP @research,Stopwords should be removed from this text in the end,Data cleaning   is      very    IMPORTANT.....,Download now >>> free link http://spam.com,Download now >>> free link http://spam.com,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Check this out >>> https://openai.com,Heeeyyy broooo wassuppp??? 😂😂😂,<p>Python is GREAT!!!</p> Visit http://example.com now!!!
1701,Download now >>> free link http://spam.com,Café München is beautïful but costly $$$,U r the best!! btw I'll c u 2morrow 😉,123456789 Numbers should be removed!!!,Data cleaning   is      very    IMPORTANT.....,U r the best!! btw I'll c u 2morrow 😉,Email me at test_user123@gmail.com asap!!!,Hello!!! This is a SAMPLE text 😊.,Download now >>> free link http://spam.com,RT @someone: This is a RETWEET with #hashtag,Hello!!! This is a SAMPLE text 😊.,Hello!!! This is a SAMPLE text 😊.,RT @someone: This is a RETWEET with #hashtag,123456789 Numbers should be removed!!!,"Working on NLP??? It's fun, isn't it???",<p>Python is GREAT!!!</p> Visit http://example.com now!!!,RT @someone: This is a RETWEET with #hashtag,123456789 Numbers should be removed!!!,Data cleaning   is      very    IMPORTANT.....,Hello!!! This is a SAMPLE text 😊.,Café München is beautïful but costly $$$,Email me at test_user123@gmail.com asap!!!,123456789 Numbers should be removed!!!,Download now >>> free link http://spam.com,Hello!!! This is a SAMPLE text 😊.,Café München is beautïful but costly $$$,Café München is beautïful but costly $$$,This TEXT has MULTIPLE     spaces and --- dashes!!!,U r the best!! btw I'll c u 2morrow 😉
1702,Café München is beautïful but costly $$$,Data cleaning   is      very    IMPORTANT.....,U r the best!! btw I'll c u 2morrow 😉,Data cleaning   is      very    IMPORTANT.....,U r the best!! btw I'll c u 2morrow 😉,Breaking news!!!! #AI #NLP @research,Check this out >>> https://openai.com,This TEXT has MULTIPLE     spaces and --- dashes!!!,Email me at test_user123@gmail.com asap!!!,Data cleaning   is      very    IMPORTANT.....,Breaking news!!!! #AI #NLP @research,123456789 Numbers should be removed!!!,RT @someone: This is a RETWEET with #hashtag,Check this out >>> https://openai.com,Download now >>> free link http://spam.com,Hello!!! This is a SAMPLE text 😊.,Heeeyyy broooo wassuppp??? 😂😂😂,Email me at test_user123@gmail.com asap!!!,"Working on NLP??? It's fun, isn't it???",Breaking news!!!! #AI #NLP @research,"Working on NLP??? It's fun, isn't it???","Working on NLP??? It's fun, isn't it???",This TEXT has MULTIPLE     spaces and --- dashes!!!,Café München is beautïful but costly $$$,Café München is beautïful but costly $$$,Email me at test_user123@gmail.com asap!!!,Download now >>> free link http://spam.com,U r the best!! btw I'll c u 2morrow 😉,"Working on NLP??? It's fun, isn't it???"
1703,123456789 Numbers should be removed!!!,Check this out >>> https://openai.com,123456789 Numbers should be removed!!!,"Working on NLP??? It's fun, isn't it???",Download now >>> free link http://spam.com,Breaking news!!!! #AI #NLP @research,Check this out >>> https://openai.com,U r the best!! btw I'll c u 2morrow 😉,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Check this out >>> https://openai.com,Email me at test_user123@gmail.com asap!!!,Breaking news!!!! #AI #NLP @research,Download now >>> free link http://spam.com,Café München is beautïful but costly $$$,U r the best!! btw I'll c u 2morrow 😉,RT @someone: This is a RETWEET with #hashtag,This TEXT has MULTIPLE     spaces and --- dashes!!!,This TEXT has MULTIPLE     spaces and --- dashes!!!,Heeeyyy broooo wassuppp??? 😂😂😂,Download now >>> free link http://spam.com,Data cleaning   is      very    IMPORTANT.....,Hello!!! This is a SAMPLE text 😊.,123456789 Numbers should be removed!!!,U r the best!! btw I'll c u 2morrow 😉,Data cleaning   is      very    IMPORTANT.....,123456789 Numbers should be removed!!!,"Working on NLP??? It's fun, isn't it???",Data cleaning   is      very    IMPORTANT.....,U r the best!! btw I'll c u 2morrow 😉
1704,Breaking news!!!! #AI #NLP @research,U r the best!! btw I'll c u 2morrow 😉,RT @someone: This is a RETWEET with #hashtag,Stopwords should be removed from this text in the end,Email me at test_user123@gmail.com asap!!!,123456789 Numbers should be removed!!!,123456789 Numbers should be removed!!!,Data cleaning   is      very    IMPORTANT.....,Download now >>> free link http://spam.com,Café München is beautïful but costly $$$,Café München is beautïful but costly $$$,Breaking news!!!! #AI #NLP @research,Data cleaning   is      very    IMPORTANT.....,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Café München is beautïful but costly $$$,Email me at test_user123@gmail.com asap!!!,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,This TEXT has MULTIPLE     spaces and --- dashes!!!,This TEXT has MULTIPLE     spaces and --- dashes!!!,Café München is beautïful but costly $$$,Stopwords should be removed from this text in the end,Download now >>> free link http://spam.com,123456789 Numbers should be removed!!!,"Working on NLP??? It's fun, isn't it???",U r the best!! btw I'll c u 2morrow 😉,Café München is beautïful but costly $$$,Stopwords should be removed from this text in the end,123456789 Numbers should be removed!!!,Heeeyyy broooo wassuppp??? 😂😂😂
1705,This TEXT has MULTIPLE     spaces and --- dashes!!!,Heeeyyy broooo wassuppp??? 😂😂😂,Email me at test_user123@gmail.com asap!!!,123456789 Numbers should be removed!!!,123456789 Numbers should be removed!!!,Hello!!! This is a SAMPLE text 😊.,Email me at test_user123@gmail.com asap!!!,Café München is beautïful but costly $$$,Data cleaning   is      very    IMPORTANT.....,Stopwords should be removed from this text in the end,123456789 Numbers should be removed!!!,U r the best!! btw I'll c u 2morrow 😉,Café München is beautïful but costly $$$,Email me at test_user123@gmail.com asap!!!,U r the best!! btw I'll c u 2morrow 😉,This TEXT has MULTIPLE     spaces and --- dashes!!!,Email me at test_user123@gmail.com asap!!!,Data cleaning   is      very    IMPORTANT.....,Heeeyyy broooo wassuppp??? 😂😂😂,This TEXT has MULTIPLE     spaces and --- dashes!!!,Stopwords should be removed from this text in the end,Check this out >>> https://openai.com,This TEXT has MULTIPLE     spaces and --- dashes!!!,Stopwords should be removed from this text in the end,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,U r the best!! btw I'll c u 2morrow 😉,Data cleaning   is      very    IMPORTANT.....,Download now >>> free link http://spam.com,Hello!!! This is a SAMPLE text 😊.
1706,123456789 Numbers should be removed!!!,Email me at test_user123@gmail.com asap!!!,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,RT @someone: This is a RETWEET with #hashtag,Stopwords should be removed from this text in the end,U r the best!! btw I'll c u 2morrow 😉,U r the best!! btw I'll c u 2morrow 😉,Data cleaning   is      very    IMPORTANT.....,Check this out >>> https://openai.com,Heeeyyy broooo wassuppp??? 😂😂😂,Check this out >>> https://openai.com,"Working on NLP??? It's fun, isn't it???",Email me at test_user123@gmail.com asap!!!,Breaking news!!!! #AI #NLP @research,Stopwords should be removed from this text in the end,Stopwords should be removed from this text in the end,Email me at test_user123@gmail.com asap!!!,Check this out >>> https://openai.com,Heeeyyy broooo wassuppp??? 😂😂😂,Download now >>> free link http://spam.com,Breaking news!!!! #AI #NLP @research,Hello!!! This is a SAMPLE text 😊.,Heeeyyy broooo wassuppp??? 😂😂😂,Check this out >>> https://openai.com,This TEXT has MULTIPLE     spaces and --- dashes!!!,Breaking news!!!! #AI #NLP @research,Breaking news!!!! #AI #NLP @research,<p>Python is GREAT!!!</p> Visit http://example.com now!!!
1707,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Stopwords should be removed from this text in the end,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Data cleaning   is      very    IMPORTANT.....,U r the best!! btw I'll c u 2morrow 😉,RT @someone: This is a RETWEET with #hashtag,123456789 Numbers should be removed!!!,U r the best!! btw I'll c u 2morrow 😉,123456789 Numbers should be removed!!!,Heeeyyy broooo wassuppp??? 😂😂😂,123456789 Numbers should be removed!!!,Email me at test_user123@gmail.com asap!!!,Check this out >>> https://openai.com,Café München is beautïful but costly $$$,Hello!!! This is a SAMPLE text 😊.,Heeeyyy broooo wassuppp??? 😂😂😂,Café München is beautïful but costly $$$,Download now >>> free link http://spam.com,RT @someone: This is a RETWEET with #hashtag,123456789 Numbers should be removed!!!,Data cleaning   is      very    IMPORTANT.....,Download now >>> free link http://spam.com,U r the best!! btw I'll c u 2morrow 😉,"Working on NLP??? It's fun, isn't it???",RT @someone: This is a RETWEET with #hashtag,Café München is beautïful but costly $$$,Check this out >>> https://openai.com,Hello!!! This is a SAMPLE text 😊.,Café München is beautïful but costly $$$
1708,RT @someone: This is a RETWEET with #hashtag,Download now >>> free link http://spam.com,This TEXT has MULTIPLE     spaces and --- dashes!!!,Hello!!! This is a SAMPLE text 😊.,Stopwords should be removed from this text in the end,Data cleaning   is      very    IMPORTANT.....,Data cleaning   is      very    IMPORTANT.....,123456789 Numbers should be removed!!!,"Working on NLP??? It's fun, isn't it???",Café München is beautïful but costly $$$,Download now >>> free link http://spam.com,Breaking news!!!! #AI #NLP @research,RT @someone: This is a RETWEET with #hashtag,123456789 Numbers should be removed!!!,123456789 Numbers should be removed!!!,This TEXT has MULTIPLE     spaces and --- dashes!!!,Café München is beautïful but costly $$$,Heeeyyy broooo wassuppp??? 😂😂😂,RT @someone: This is a RETWEET with #hashtag,RT @someone: This is a RETWEET with #hashtag,123456789 Numbers should be removed!!!,Hello!!! This is a SAMPLE text 😊.,U r the best!! btw I'll c u 2morrow 😉,RT @someone: This is a RETWEET with #hashtag,Email me at test_user123@gmail.com asap!!!,This TEXT has MULTIPLE     spaces and --- dashes!!!,Stopwords should be removed from this text in the end,Café München is beautïful but costly $$$,Stopwords should be removed from this text in the end
1709,Email me at test_user123@gmail.com asap!!!,"Working on NLP??? It's fun, isn't it???",Hello!!! This is a SAMPLE text 😊.,Check this out >>> https://openai.com,Stopwords should be removed from this text in the end,Heeeyyy broooo wassuppp??? 😂😂😂,Breaking news!!!! #AI #NLP @research,U r the best!! btw I'll c u 2morrow 😉,Breaking news!!!! #AI #NLP @research,Check this out >>> https://openai.com,Data cleaning   is      very    IMPORTANT.....,Breaking news!!!! #AI #NLP @research,123456789 Numbers should be removed!!!,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Check this out >>> https://openai.com,Breaking news!!!! #AI #NLP @research,This TEXT has MULTIPLE     spaces and --- dashes!!!,This TEXT has MULTIPLE     spaces and --- dashes!!!,Check this out >>> https://openai.com,123456789 Numbers should be removed!!!,Heeeyyy broooo wassuppp??? 😂😂😂,Hello!!! This is a SAMPLE text 😊.,123456789 Numbers should be removed!!!,<p>Python is GREAT!!!</p> Visit http://example.com now!!!,Café München is beautïful but costly $$$,Café München is beautïful but costly $$$,"Working on NLP??? It's fun, isn't it???",Data cleaning   is      very    IMPORTANT.....,"Working on NLP??? It's fun, isn't it???"
